bayern.	86400	in	soa	anycast9.irondns.net. dnsmaster.irondns.net. 2509120103 7200 7200 604800 7200
nrook6endukt0hn388jk818m5ssr69ri.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. EmTs4o9PJqpQmmeSwwVor7Rtog/KIenwCuVUVkHIHg1YpP5yThWthxDIKgUtamPqTIjiorPiboKlQOxtVin4HZI9OKP3PDCNbxcb8K5S6eDbjZffnEiMtxFhzkzUwwsq5xKJ20lYwWbWTHyDJP0l++2ki+yepFGnuuqrmSeO6MEizOkhzTK/33BS8MruXd+lzB+IfxN7AWrlQGnDq5dI8g==
nrop8vcd2l7r64765ouu2ipf68252pbn.bayern.	43200	in	nsec3	1 0 0 - NRP5RK5BH4AT1S4VPD9Q84MA06LKA62V NS
nrop8vcd2l7r64765ouu2ipf68252pbn.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. H9w+pvKvYANSwRE2QLKdMV+1Hak8HJZXN2BofHTiH5YAwwskNcSRCqaWgtzpkqJLuF622aLnDxG/YSTBDFe3wxVoKA+8eMGBKrGeMAEOPK/XaAb7ATmm6JjYyS9esgYkSZ+cdO/2d2ASiViLnLzAYOZLlyv/Vr/YXY0pRrQxURPABq0j4xEONO8CKhcOHj0ktbCpXoFx2OjyFcWDISXZfg==
nrp5rk5bh4at1s4vpd9q84ma06lka62v.bayern.	43200	in	nsec3	1 0 0 - NRQAM0BQ848576HSG59OJ3GFPKNP9ISN NS
nrp5rk5bh4at1s4vpd9q84ma06lka62v.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. OTg2pl+gjdFpKdsQL8IpJB57Tx6o5x84IP75GFSutun7qYeAncK9F8yeI5y56dCNc7KZeXfDEVb5e3vMe13TJxeTxvz/kOAWNMFtMGz2CbuUUUI9eUZw2ZQBn+8iut8JB2qKvPse7BMT0o0splQi0FunZWGlI44gA5kqWpxYS0X3uQEkcMJ909TgK2aKzurNIlzvufEG/lBxmzRm67Hd9w==
nrqam0bq848576hsg59oj3gfpknp9isn.bayern.	43200	in	nsec3	1 0 0 - NRR0N2ATMCNICKTMTGH9241K4Q7OVR9A NS
nrqam0bq848576hsg59oj3gfpknp9isn.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. kyXrk1eshR8lBygqlO/elBh9omFX6cRlM6ev6AfAcIdHr+rsFNnNMBFC/VHC41Uw0+iFaNw/Y7J8z1F/QO4dIRAwmr5s3a6N1JOCedgnryfkinHSjHpOS0ycalxYb6eDfrYUhtbz7S0yKYInwB/8pnsHlmoq1c97IfpLNdvZd4B7btgUSie/yYPl0/aBpWCl+R+6VEsoOSONGix0dVYxoA==
nrr0n2atmcnicktmtgh9241k4q7ovr9a.bayern.	43200	in	nsec3	1 0 0 - NRR65PK8V08R99KDJIJ3EFJAJF133GJ3 NS
nrr0n2atmcnicktmtgh9241k4q7ovr9a.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. C4tSr+yFsSMVZ4xa3+DzA+/X0iMoLIQJyA799otcrsFqYFOtPqpv9m4FGMoRsD5FNK4z7A29AZi012DMl4/i6D/RzZgkfsbljS7RJ96G6zFkMWHuHUGm9k3qyMnWy3LZTIpqfyvzxOckWAufRMXOHQOYdLXrfU84sxqjrBhS8dRW4ulvfZnx0HAkWcsNft1cLg9pARekEGlQLwG/7MilLA==
nrr65pk8v08r99kdjij3efjajf133gj3.bayern.	43200	in	nsec3	1 0 0 - NRUC0H690J5241PKI8IKA7UOJ4CAD4LJ NS
nrr65pk8v08r99kdjij3efjajf133gj3.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. ab9feidjt+0ZH97Vb8gSleMPb5F27OFz9kgk/0PIwrWoEAio6ew3BoARQc4wWStunyGIqwBHNKFhIL/B6GOos+4zqlMxQ0SyJKd0ALRUiXSWtd15WkkY3RyTNKOkoqYu/qtxwYpRQuvDzoa2ttiE0+gHQ885kABUr6lTXllABp9HSoHFFgPsELiMV6vF3bZwHtrWTJHioHm7b/LON/y67g==
nruc0h690j5241pki8ika7uoj4cad4lj.bayern.	43200	in	nsec3	1 0 0 - NRULECOU6UPA52C6L53G0K516Q5A23Q1 NS
nruc0h690j5241pki8ika7uoj4cad4lj.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. c85TMDzUnFkJxXpiUi+YyX7cGrurMVEeekMJgslSz2xH/v0b/TRIHItJ4450JWH9BCfsK9/IROr3dohuj1HKaU8kZoLuVYfcN5R4XW3SwEOdjTxxOWq8EFtm9SWLU64saLYDvfiLX6fIyLXy6jnwakbQrvpl9VVKR5KmNHP7giLDhXH0oPMmODmywZPzvwoU2P4t5arWDlCIuwLJKzb43A==
nrulecou6upa52c6l53g0k516q5a23q1.bayern.	43200	in	nsec3	1 0 0 - NRVGKKCGHEVMU4Q7DM51Q627SMUQ7RDV NS
nrulecou6upa52c6l53g0k516q5a23q1.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. CRLvKtNcHC/Ll8h9omiiug7wDHt2RaxQVsSUaep3Eozj62+PQO0parEo6KSxOZX0AvDcWwRWEZgot7OxlAXXL11+wtJr1t755f0oTgkjz9Xmeszft5k5hlEdrQxyH/30kzvZ+Qe0R25VwpL9ah/K/G6gntBH/toOFJPCBiFyZtZ47Zqi6J2BH5GsUS9l1184zaGF4qs3sb/iVR8dUvK6Rg==
nrvgkkcghevmu4q7dm51q627smuq7rdv.bayern.	43200	in	nsec3	1 0 0 - NS1P5B55522QN6NU8PHPEO8IR02B9K9I NS
nrvgkkcghevmu4q7dm51q627smuq7rdv.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. FptykOWKLytDeV9QIFMz4DFXjLHr2si6MbjLTMSwCIIfYS6jAYzQAa/M9IS8mveDo1G8lJ1U7QLG+6+qhK2Xivt0FAjILwSveetfnhPRqp7wFwZG5B400CkV4XKK5/OTxJAA3EkBvqDVGC5FANGZrD47kLaiS1c9v23M7GhJFSyNCH4nexyRm4MQWahpRfVV9oc1Ap6vNZc7JyHdAF4uCA==
nrz-borrelien.bayern.	86400	in	ns	a.ns14.net.
nrz-borrelien.bayern.	86400	in	ns	b.ns14.net.
nrz-borrelien.bayern.	86400	in	ns	c.ns14.net.
nrz-borrelien.bayern.	86400	in	ns	d.ns14.net.
ns-server.faerber.bayern.	86400	in	a	152.89.106.41
ns-server.faerber.bayern.	86400	in	aaaa	2a03:4000:0039:00eb:e44a:27ff:fe8e:9e9f
ns-stmukwk.bayern.	86400	in	ns	a.ns14.net.
ns-stmukwk.bayern.	86400	in	ns	b.ns14.net.
ns-stmukwk.bayern.	86400	in	ns	c.ns14.net.
ns-stmukwk.bayern.	86400	in	ns	d.ns14.net.
ns-stmwfk.bayern.	86400	in	ns	a.ns14.net.
ns-stmwfk.bayern.	86400	in	ns	b.ns14.net.
ns-stmwfk.bayern.	86400	in	ns	c.ns14.net.
ns-stmwfk.bayern.	86400	in	ns	d.ns14.net.
ns.hauptmuenzamt.bayern.	86400	in	a	87.118.104.60
ns.hueber.bayern.	86400	in	a	192.174.68.104
ns.hueber.bayern.	86400	in	aaaa	2001:067c:01bc:0000:0000:0000:0000:0104
ns.kis.bayern.	86400	in	a	85.214.146.194
ns01.easypc.bayern.	86400	in	a	82.208.20.17
ns02.easypc.bayern.	86400	in	a	5.189.168.12
ns1.hell.bayern.	86400	in	a	89.31.141.10
ns1.herold.bayern.	86400	in	a	185.136.96.111
ns1.hoffmann.bayern.	86400	in	a	192.174.68.102
ns1.hoffmann.bayern.	86400	in	aaaa	2001:067c:01bc:0000:0000:0000:0000:0102
ns1.hueber.bayern.	86400	in	a	176.97.158.104
ns1.hueber.bayern.	86400	in	aaaa	2001:067c:10b8:0000:0000:0000:0000:0104
ns1.saric.bayern.	86400	in	a	207.180.207.136
ns1.ynet.bayern.	86400	in	a	178.63.234.34
ns1p5b55522qn6nu8phpeo8ir02b9k9i.bayern.	43200	in	nsec3	1 0 0 - NS3MR3B3B83QLPOJU77V3HQR5UF5GV1V NS
ns1p5b55522qn6nu8phpeo8ir02b9k9i.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Hp/4pQnWZQaoKYcEdDeeh2roeyKuOve7Kr4kXXtLQxxl0eudkIaUHMIrUPhtsCRvsZylX0TQM9rQ7gQO53iYVQZ9cXsTn774Uz7X4t1I8KO/qUghEvwmdYEQlg1SpqAePTbW3PocX6MO9QtzcPxqeG2pwZAaovVTl4+Wk/pWSdpiANi2mjljFnzW0Ro/WzoJHdGyQIaabaelqjwZVlhSDg==
ns2.da-lang.bayern.	86400	in	a	5.181.50.21
ns2.hauptmuenzamt.bayern.	86400	in	a	87.118.105.60
ns2.hell.bayern.	86400	in	a	185.61.8.11
ns2.herold.bayern.	86400	in	a	185.136.97.111
ns2.hoffmann.bayern.	86400	in	a	176.97.158.102
ns2.hoffmann.bayern.	86400	in	aaaa	2001:067c:10b8:0000:0000:0000:0000:0102
ns2.hueber.bayern.	86400	in	a	45.87.158.53
ns2.hueber.bayern.	86400	in	aaaa	2a02:d500:0000:0000:0000:0000:0000:0053
ns2.kis.bayern.	86400	in	a	85.214.143.213
ns2.saric.bayern.	86400	in	a	207.180.207.136
ns2.ynet.bayern.	86400	in	a	116.203.91.193
ns3.hell.bayern.	86400	in	a	185.61.8.10
ns3.herold.bayern.	86400	in	a	185.136.98.111
ns3.ynet.bayern.	86400	in	a	178.63.234.35
ns3mr3b3b83qlpoju77v3hqr5uf5gv1v.bayern.	43200	in	nsec3	1 0 0 - NS5MEQVAOLV033TTVDDSQN2UCNO3UKL0 NS
ns3mr3b3b83qlpoju77v3hqr5uf5gv1v.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. d3OrkZAarFvnmjg9lmjvAhPvbX6FlQ6X3T05WoGnzhMWLdAA5JBehR+WeJ/QjAqcHJrHumRfvJW73jzt+wSuG6ZhBZTTBubrwWjK+1RFVm6tx921AsTlfceCQlK0vs6jysuKN5lwv0c6X15uMd1iFHXorCpJcRM9hKxb3ahW8oLjNvm0p4+BsO4jw4kmnD3NLrGTw2rgwh5GRyzr/n1VYw==
ns4.herold.bayern.	86400	in	a	185.136.99.111
ns5meqvaolv033ttvddsqn2ucno3ukl0.bayern.	43200	in	nsec3	1 0 0 - NS5Q11OK5PHMVQQG3IERB7OCQLC57D29 NS
ns5meqvaolv033ttvddsqn2ucno3ukl0.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. ZKyNk657nEtWAEuWVCBMHixMW96OGCKs1cfvwzWNcleS/h/jf/A/ltd5emSnk7gWhcuZ+QH32Lq6dM7ZISx5Fnsm32joo56F6IfTk9b0SmHrp+rNwXir58FwtT/ybtTzWleo9TfgNDKKi0fQMneWWrjWlSgqcnxkH72K7nwlwiSzsKPHPuVyUcPVlftOPFXNvNpmz6Z7FroPFrKNhUMlEg==
ns5q11ok5phmvqqg3ierb7ocqlc57d29.bayern.	43200	in	nsec3	1 0 0 - NS6HD5K34SEJUOONBKPRIFRBKRDBHICA NS DS RRSIG
ns5q11ok5phmvqqg3ierb7ocqlc57d29.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. XrBs6zBrSQ9JHT3BfW6Y6fpKLCMHBSie+JJTko8LG58NcMkDfdPvn0ach1N1s3XnfZG1XgHqurxf8Z73Ll68hYueWLIRMvo7TkjyyP6t1DQ31+bYwbFs7AZlT4mlQjhiHbbPN8fW15jwyBWq1vKGYDhmCEI9C6/SBBzUvGZlmSdDsGMcrXcAQQ4inuSdOUdnX9/zHjsTtXVF8uasS/+jgQ==
ns6hd5k34sejuoonbkprifrbkrdbhica.bayern.	43200	in	nsec3	1 0 0 - NS884E9T5TATEN9NQ2KK0A9I3L3T49LR NS
ns6hd5k34sejuoonbkprifrbkrdbhica.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. KJW80biuQAOhAoFa7tnSUOnsZA4c1kNWh/10aiAyYbDpFlnH50T0zRu0xyVLOME8uIRIUPdBgJvrf1gOkJ33aWO9FGNiz67VgNO59d8fRSyCKy6z9QTB1ffeopkXyzKXdr2WfCDHW3FUiYmGFsrkD/cdeaGV4ZaKbnidkth4foe+qiVS+GN1QPifGcrqt0p00YkMk8Nj5sSE/1SyxhW5Fw==
ns884e9t5taten9nq2kk0a9i3l3t49lr.bayern.	43200	in	nsec3	1 0 0 - NS88J7ASRGL9MOKDS0KNV6IPTCGO0P8C NS
ns884e9t5taten9nq2kk0a9i3l3t49lr.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. V7oF5ec5sK3o+5UQtbioqE2RlkMcSSmCK1EWTXA8s0gj+1Kc8kJ1TGhUziF3b5m4t7LFPVgdHCkxUdpMhlm5kBAxSY+x8ahxqRK77HjouV8lGbMageMrAmS9bqeGzb34gwiZ5Rj8xjISFMjTqN25SlHw5GekoxMoiSwqNx5JDBlD1gop+YMkLzCtR9kPI6MWe/qkpU2e0nbloOSRm/8Yjw==
ns88j7asrgl9mokds0knv6iptcgo0p8c.bayern.	43200	in	nsec3	1 0 0 - NS91DR395SRP05CT9DU2GAQ7SOJ7F2FM NS
ns88j7asrgl9mokds0knv6iptcgo0p8c.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. RFrnvwB62xCOnh4klkDO036VdLluvWFAnNbKrgqIjlwdlKlmpmonEEjduDnjqdsFsw8xZjRauVDKLyfQMWS0RXBRieS5A8HxC0Zw1NYM4LdWhBQz56mSiJfHun8+uray47RRUFwz9wAuCIRUREzyyHQUZX6rfbIWpuaYSpEN9txQn2t4ozi2L1Si0U10z4uItNHi61/gqrEB6An2ySc6SQ==
ns91dr395srp05ct9du2gaq7soj7f2fm.bayern.	43200	in	nsec3	1 0 0 - NSA7Q8IE9UF73EBFP6TUA7E15QE33DBA NS
ns91dr395srp05ct9du2gaq7soj7f2fm.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. S5lUWHMoGzathjxy2P0Jz+FhZlsHG2T2dJUHmy8pX+AKLHqYEbsrLu2GY2O3gCO2t9eLjyIItum0QYWgCxjN6pxsphKV3iN8HZbcXCPIbOTedFQAjnTYgRWw+OsSTysd1caE1FYvLKfOb5mYNzuKvjsTS3moiYFjKklIs+410kCJbdr2oIdXdntXhGoyWrS+P9LrSu1kFjxhwXK9U6gCKA==
nsa7q8ie9uf73ebfp6tua7e15qe33dba.bayern.	43200	in	nsec3	1 0 0 - NSBTGAIA25366QV1T20CT94SGADE8QEO NS
nsa7q8ie9uf73ebfp6tua7e15qe33dba.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. e8jZQ0/uxcisoeNS0PEUOo3GgZvdir4t4OdR66TUSAA/TFOm2Xi9jPECtrm+95ZEiCfw7gwwdEsFExttRVed2n7vD6eVeTZ5nD/XKIue3cftC3iJdkUlLFZP+eBUE2pwGXKeql8x4F3B7fb0sX+W/TisTfqqTEmOHMf6maSsytb351zVhwyHLKgybQmIa6oquUiIoq8oOum/TLztGdYL3A==
nsbtgaia25366qv1t20ct94sgade8qeo.bayern.	43200	in	nsec3	1 0 0 - NSBVG4HJA52F1K5J7FHCNSJLLUN9119V NS
nsbtgaia25366qv1t20ct94sgade8qeo.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Vl4nH/vyn2Ui8rfwdpTsmTi0QO/7GpdDylh7h+7tUz7zAjD8mdBO7hfymWu/vBnu6nO+sj2ccSqG/6UiHPCQn3ZPCOmbq7JycqNlf4/IP/7jL+/t9p0c9ycCkxHM+AtrfrMQ0XG1/UxENjnYJ53GhYf8UlKKHFXG6t9tBNOOmGIljLGFO65C7TqBmeYHbJWpVdKpfJpIfpRsm63vAA/l8w==
nsbvg4hja52f1k5j7fhcnsjllun9119v.bayern.	43200	in	nsec3	1 0 0 - NSDVAND6A20JNAC3VA3M78NG5MPIGIFS NS
nsbvg4hja52f1k5j7fhcnsjllun9119v.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. kPMdZQWdRhW2p8IypGU8qpkDk6HGXU1MfQDBu9fGBknmzpmHdbZWUYVdxHOc4WEOf9DRNYsLd9oBDpMYbqjbbQzNGe3P64gWIwcM84tOvev4fwfgorkvs5KAh4bQp49ubP3bMT07L+5pbmcC3AZWjG0b5eH20CHNO3ydf7nvHV3ChsucUnzu8HkTt7jqG9W2h0fTDTIQRBU23VtYs2LT3A==
nsdvand6a20jnac3va3m78ng5mpigifs.bayern.	43200	in	nsec3	1 0 0 - NSDVLD1QC8O6KCGACMP0D40CMOCRTH4S NS
nsdvand6a20jnac3va3m78ng5mpigifs.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. noDzGMFCM5OBfm7S6FgExJZ7x8ps4vXCwBL1uFyI6SbLhrHVXSEMVO3C3J1oP7SbdOTM/bQk2oYzuhchScSQ3ryhYTCObEa9IPR2RF8/uQPtvbQyJm2JwKIUQvVBMAjXXOR1N1LdHD+dAsulY+iy8Fwbei9tWwFWLzYauL1mAHkLTxuCsVPbINdyvcYD2hEEpUxh/1JmL13yLF2ZEYiIGw==
nsdvld1qc8o6kcgacmp0d40cmocrth4s.bayern.	43200	in	nsec3	1 0 0 - NSEE2M9RTC6JLH4DDT9OJFNTS930P1K3 NS
nsdvld1qc8o6kcgacmp0d40cmocrth4s.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. HVHTOynqBkzBWI16SLE+R6/nfhoypJJIvIPuRyfIpYs5YA79IdEXh68WBUFa2dQZavOf/5Q1rzcU8EGc3Y04Wgy2JrWMxEE6J5B+fbdrLIfTCmXErsUC8laGWuMn7P8wdvx3AaPsPLYWN4sdx09TnaIxS0SZ9gcM3iE1fucgqdMuTVakP5xplKf/Kd8D+rBAhyCVwCkf9IlVS3k61SWmBw==
nsee2m9rtc6jlh4ddt9ojfnts930p1k3.bayern.	43200	in	nsec3	1 0 0 - NSEI2G3GD9PT16HBN4S9JJUEDB3CRO2E NS DS RRSIG
nsee2m9rtc6jlh4ddt9ojfnts930p1k3.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. jakoKbWAWq2R7x3cNOAUWSHbO4QwKkoNe9HVfvTPc9S1D4lLVhb3N0+gDxz++mkQrY7ejNYWLGHx11BL7xiOTwOvegYDcSpR+AopBv0m05Y7aEKWe6TNHnljfzf5VNTOegybErwKL3WjH6CQ4P114mNujxoRs1gGRMEH9HRn1i4UGhm8pqmYa4/DxhXkUZuvYGJzsM/NhTZbvofAE26EzA==
nsei2g3gd9pt16hbn4s9jjuedb3cro2e.bayern.	43200	in	nsec3	1 0 0 - NSHS3MGA2RQKTJMS7D3K1JNNFORQVOHN NS
nsei2g3gd9pt16hbn4s9jjuedb3cro2e.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. FO1bM9vnztJsYH/rCf9IX4q+qpLQD870knL3ZPz6Yj+glA5V0A1VUbFMygOYlOaYPX7UOUSaad5ZnQe3olIq709kGm8UraYbniGXJf/IY9MIsdzhFBR/MyBNPoc8tC5LFlwTk24YQBY9w4in9PcGo8w6z9uP5D+SN6vueGwUCYnwYRuFmaYPrS6r816nxSdEzHkYUbCOda1WOMezTcr+eA==
nsg-ofr.bayern.	86400	in	ns	a.ns14.net.
nsg-ofr.bayern.	86400	in	ns	b.ns14.net.
nsg-ofr.bayern.	86400	in	ns	c.ns14.net.
nsg-ofr.bayern.	86400	in	ns	d.ns14.net.
nshs3mga2rqktjms7d3k1jnnforqvohn.bayern.	43200	in	nsec3	1 0 0 - NSIILRD0T3GUN43T5R78GKV7R5T3VNE0 NS
nshs3mga2rqktjms7d3k1jnnforqvohn.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. EVMIL33DuG/Ijls7MPkqGIYG3vrsBrHKUWuQHWQwNTOMsVrESC1VCrJqC1PGnN/D1D3usqdaSHtySPKLk+DnKugr7CrWcoH+y3BAqc1GXiGytlAZLl5jAxwoT470RguzNqU8sCMr8fRB6fRShs5bnpsiua5jd8Ai/5r3TNxw8usJZ3f+D0Z4vRMG1DJmX/QT38RkOvtcUUNqQZgk2c5qew==
nsiilrd0t3gun43t5r78gkv7r5t3vne0.bayern.	43200	in	nsec3	1 0 0 - NSIM7N654JPSTDBSHEJ1UU0LB0UE3045 NS
nsiilrd0t3gun43t5r78gkv7r5t3vne0.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. jR5nNI0gh9nOxsL/UpIuKZLXuojqU4+bkwj7n/Rhu/qZJllnS/5nGjeKDuC1KEHCDUxrSdPSSHG949MDVgoa9hIrtuTTprcSg0EymofO2sV7nloMpW//O8joeEHx9XJ8t/1oxNZiHWG/Ye39rio3P7mZAUWbRqQhUBiQFw3Azge8yM9LiwUmo4wrSMnf/RFLxjvbEVVV7j69apoQd8yZLA==
nsim7n654jpstdbshej1uu0lb0ue3045.bayern.	43200	in	nsec3	1 0 0 - NSK6T2EJN0LIO772PDU8AQGE5DUSDSC9 NS
nsim7n654jpstdbshej1uu0lb0ue3045.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. gpC8GgMzEd/J9qqeF8zGZszXqFErRAWi+WioUbOyL+IflgJf5nT/ipOUrGzAyzM+dsDz5O672NlyJstOOf9cfjXzvbDA8Np2w9hiWfyJ/RvPGsS17SAItlzN1LpKNlU8W9E0tMjT9DyEkImhsIUGBT2MNLxAER1A1mreN8jP1kAbjis8SfOGO0VQZ6JNd6q50kSfqm8mLM+6r0lq1NCOlA==
nsk6t2ejn0lio772pdu8aqge5dusdsc9.bayern.	43200	in	nsec3	1 0 0 - NSL4LMNFQAR0H7IDNI49VNKHP4K2HRE2 NS
nsk6t2ejn0lio772pdu8aqge5dusdsc9.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. QpGKz16tD+vEdTDyEBxbbTtXVofKycVzJb4bLJK1V9PAJCpyvjsSH7iMQ9bxMIwWjWgxB6ZsZNXWvqCugXoQxrhjmLzdXWF+BKr4sOttt5Ok0SidklVgSGAFtCzAL//NXFsU71QiZhp9JVRvcU4co0zB2Y4FEPoykg3C7VzLfxnkT4bwPS06bbP1E4xHc/eaj7OSmb3DTEpdNChQ6CdkmQ==
nsl4lmnfqar0h7idni49vnkhp4k2hre2.bayern.	43200	in	nsec3	1 0 0 - NSLVN171COCFNB37MQKVMJUJAAPLMKKS NS
nsl4lmnfqar0h7idni49vnkhp4k2hre2.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. ISlAlnZ3CfKFLMc7HZQzc+wKFuI3U3cQF5wAhr9baB7JBeLj6HXhImOe3Ih3M4r05lyTa8KVfzjyfhSzPSnCdP41jRXePCJKg1lLdNsCTXOZ0WzrCgE9X96TaCBY/vQuqcybOg/gtXUfQtxrbETbpFmmbjLRUHGDfwOrB0xUnZfeCWMPKDzOifBRbKw1YikpVmrxuX6xTIlxo/Ifl5ESyg==
nslvn171cocfnb37mqkvmjujaaplmkks.bayern.	43200	in	nsec3	1 0 0 - NSMUKC6ITM1J20PI8S2UB23GHCN00G34 NS
nslvn171cocfnb37mqkvmjujaaplmkks.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. UuhMYDZ2WtpqlfOMqtciuJZssyvO79wPHQkYI4ni/oicbBGHXouf/JAfqfclRcBcb5GkUE9578SbKRTn+ikaouDjbHfvouhRbMDGpJCI40JnudfaQGjRjMRHQJjZfXupsYxnNiDNwwWiW2rXYXdLM0p3654dx2lMozxJB5tjo5VW5lspTJTnb17mI5Oyqmnw++QLBMSvWtgcuN52u+4/MQ==
nsmukc6itm1j20pi8s2ub23ghcn00g34.bayern.	43200	in	nsec3	1 0 0 - NSN56JFTOA4II7SF02NISA6ILS02FJU8 NS
nsmukc6itm1j20pi8s2ub23ghcn00g34.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. T98HxtgeZsI0Ug6j31JONFvyFd76a5vz0gh3hjuCoN9lN2rRSPwExxnQldBDPlRJnZogCQiMMtxmYt9s9p9NDz0P+9nWC6d+2J/HJoZOxHdLX6HUGXEmfXMk3m5gxWXNpzgqiUQBg/rdZ3iRSIWaBCVYRiOHXFou2AFnpO9DMjprd3qN7XNJXEYSe1WMJAuI0HT9nPt2V0fsiozlviLLDQ==
nsn56jftoa4ii7sf02nisa6ils02fju8.bayern.	43200	in	nsec3	1 0 0 - NSN63EJGV386MBI2QHEGPI7MSC35Q2CP NS
nsn56jftoa4ii7sf02nisa6ils02fju8.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. a9XFxlfGiVUtewYDm9wrrzruYXQEbGYjwRQEPwrj3q6TLdSESewSFOoeosMAnLkbbUGTOLOGRs8s9vKaQy0TgPKV82hXZLrfaG/17VMzBwu6Y3Xn1Kc70hc0XpT+BF9q1mewyoh2BJgs4Er05wXNiuShO9PWhMVrG7uKpGx69FgGUsoA0wpV0tcwasqsE1BmRT/Wy4nBm9B1uvy3QJg24A==
nsn63ejgv386mbi2qhegpi7msc35q2cp.bayern.	43200	in	nsec3	1 0 0 - NSNB8E5EQ0P8ETMT0TCF84I71R6CB2RR NS
nsn63ejgv386mbi2qhegpi7msc35q2cp.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. F4dCn1KkixxyZalER64XetRDqI3ivLZvvYYFx1ZQR3wWNfV0FiIZBmkhie/8n9T7W/e2WICD02SjRAJaf+MdGPi6aCCh4CgYyw6rOzTBYhpuqes0MVQzhUGl8dDRJvhEZ1jXcd6b/UNXzX96oH1gSF86LCZ5wjlFcXxQ2yyPXOD6ibJQ6HXdZXpebWk4Pxl7Oq6JbR1j8/O9HN5j8Oe6JQ==
nsnb8e5eq0p8etmt0tcf84i71r6cb2rr.bayern.	43200	in	nsec3	1 0 0 - NSP3RO4Q7MPUE61D8OE916MN4LK0BTIS NS
nsnb8e5eq0p8etmt0tcf84i71r6cb2rr.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. mwakc2VLP3zRv96GSk3jJ51kGatguI5n21bF/72NP5y5vzlr9kda6Y5bjfRdNK5PxaqE3+ssbLPfL2Ho1Fa4lbHz5YENuINU2wGCYZ64uhBHYUUUjfX5u3yT8O3CgIpbEPtaaJf5CcN2SjneoFZeG7fOfGuU1IN+n2exs4hN57gYYhU+UfnP0aFatGCXkUCSqYkH4jowM63m6/TFwJM8lw==
nsp3ro4q7mpue61d8oe916mn4lk0btis.bayern.	43200	in	nsec3	1 0 0 - NSR7L016M68GGM6KBSKUPOL77SDM3UEF NS
